Country_territory,Iso3_code,Region,Indicator,Destination,Value_str
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Bosnia and Herzegovina,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Bosnia and Herzegovina,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Burkina Faso,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Burkina Faso,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Burundi,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Burundi,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Burundi,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Burundi,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Cabo Verde,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Cabo Verde,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Cabo Verde,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Cameroon,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Cameroon,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Cameroon,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Cameroon,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Canada,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Canada,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Canada,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Chile,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship","China, Taiwan Province of China",1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship","China, Taiwan Province of China",1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship","China, Taiwan Province of China",1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Colombia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Colombia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Colombia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Colombia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Colombia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Colombia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Colombia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Congo,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Congo,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Costa Rica,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Cote d'Ivoire,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Cote d'Ivoire,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Cote d'Ivoire,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Cote d'Ivoire,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Croatia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Croatia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Croatia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Croatia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Cuba,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Cuba,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Cuba,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Cyprus,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Democratic People's Republic of Korea,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Democratic People's Republic of Korea,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Dominican Republic,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Dominican Republic,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Dominican Republic,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Dominican Republic,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Dominican Republic,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Dominican Republic,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Dominican Republic,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Dominican Republic,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Ecuador,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Ecuador,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Ecuador,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Ecuador,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Ecuador,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Egypt,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Egypt,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Egypt,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Egypt,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Egypt,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Egypt,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Egypt,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Egypt,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",El Salvador,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",El Salvador,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",El Salvador,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Eritrea,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Eritrea,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Eritrea,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Estonia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Ethiopia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Ethiopia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Ethiopia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Ethiopia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Ethiopia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Ethiopia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Finland,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Former Yugoslavia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Former Yugoslavia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Former Yugoslavia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Former Yugoslavia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",France,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",France,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",France,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",France,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",France,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",France,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Gabon,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Gambia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Gambia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Gambia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Gambia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Gambia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Gambia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Georgia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Georgia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Georgia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Georgia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Georgia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Germany,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Germany,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Germany,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Germany,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Germany,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Ghana,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Ghana,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Greece,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Greece,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Greece,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Guatemala,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Guinea-Bissau,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Guinea-Bissau,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Guinea-Bissau,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Guinea-Bissau,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Guinea-Bissau,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Honduras,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Honduras,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Honduras,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Iceland,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",India,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",India,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Indonesia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Indonesia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Indonesia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Iran (Islamic Republic of),1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Iran (Islamic Republic of),1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Iran (Islamic Republic of),1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Iran (Islamic Republic of),1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Iran (Islamic Republic of),1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Iran (Islamic Republic of),1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Iraq,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Iraq,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Iraq,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Iraq,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Italy,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Italy,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Italy,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Italy,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Italy,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Italy,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Italy,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Jamaica,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Jamaica,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Jamaica,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Jamaica,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Japan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Kazakhstan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Kenya,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Kenya,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Kenya,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Kenya,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Kenya,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Kenya,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Kosovo under UNSCR 1244,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Kosovo under UNSCR 1244,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Kosovo under UNSCR 1244,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Kuwait,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Kuwait,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Kuwait,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Kyrgyzstan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Kyrgyzstan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Latvia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Latvia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Latvia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Latvia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Liberia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Liberia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Liberia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Liberia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Liberia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Liberia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Lithuania,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Lithuania,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Lithuania,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Lithuania,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Madagascar,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Madagascar,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Malaysia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Malaysia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Malaysia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Malaysia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Malaysia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Mali,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Mali,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Mali,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Mali,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Mali,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Mali,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Mauritania,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Mauritania,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Mauritania,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Mexico,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Mongolia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Mongolia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Mongolia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Montenegro,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Myanmar,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Nepal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Nepal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Nepal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Nepal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Nepal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Nepal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Nepal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Niger,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Oman,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Pakistan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Pakistan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Pakistan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Pakistan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Pakistan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Peru,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Peru,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Peru,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Peru,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Peru,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Philippines,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Philippines,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Portugal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Portugal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Portugal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Portugal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Portugal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Russian Federation,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Russian Federation,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Russian Federation,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Russian Federation,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Rwanda,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Rwanda,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Rwanda,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Saint Vincent and the Grenadines,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Senegal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Senegal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Senegal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Senegal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Senegal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Senegal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Senegal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Senegal,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Serbia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Serbia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Serbia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Serbia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Serbia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Serbia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Seychelles,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Somalia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Somalia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Somalia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Somalia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Somalia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",South Africa,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",South Africa,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",South Africa,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Spain,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Spain,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Spain,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Spain,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Spain,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Spain,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Spain,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Sri Lanka,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Sri Lanka,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Sri Lanka,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Sri Lanka,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Sri Lanka,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Sudan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Sudan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Sudan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Sudan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Sudan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Sudan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Sudan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Sudan,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Suriname,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Suriname,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Suriname,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Suriname,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Suriname,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Sweden,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Sweden,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Switzerland,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Syrian Arab Republic,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Syrian Arab Republic,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Thailand,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Thailand,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Thailand,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Thailand,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",The former Yugoslav Republic of Macedonia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Togo,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Togo,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Togo,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Togo,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Togo,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Togo,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Togo,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Trinidad and Tobago,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Tunisia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Tunisia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Tunisia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Tunisia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Tunisia,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Turkey,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Turkey,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Turkey,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Turkey,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Turkey,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Turkey,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Uganda,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",United Kingdom,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",United Kingdom,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",United Republic of Tanzania,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",United Republic of Tanzania,1
Netherlands,NLD,Europe,"Trafficking in persons, detected victims by citizenship",United Republic of Tanzania,1
